 , , , , , , , , , , , , , , , , , , , , , , 
دیده بان بازار : 1405/03/17 - زمان آخرین معامله : 10:26:05,,,,,,,,,,,,,,,,,,,,,,
نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین,EPS,P/E,خرید - تعداد,خرید - حجم,خرید - قیمت,فروش - قیمت,فروش - حجم,فروش - تعداد
گپارس,امور رفاهي كارگزاران پارس,21,17037,3798569250,218550,225100,225100,"6,550.00",3.00,222950,"4,400.00",2.01,212000,225100,-1095,-203.61,1,230,222050,225100,23,1
حسينا,توسعه خدمات دريايي وبندري سينا,311,9339112,126075202080,13110,13500,13500,390.00,2.97,13500,390.00,2.97,13400,13500,2603,5.19,119,4089361,13500,13630,400,1
حخزر,كشتيراني درياي خزر,128,22318352,96147460416,4183,4308,4308,125.00,2.99,4308,125.00,2.99,4308,4308,751,5.74,452,148506450,4308,0,0,0
لكما,كارخانجات‌مخابراتي‌ايران‌,39,3850228,3919532104,999,1018,1018,19.00,1.90,1018,19.00,1.90,1018,1018,171,5.95,45,27982612,1018,1069,4750,1
بنكر,صندوق س صنايع انديشه صبا2-بخشي,127,14302830,190165094245,12922,13280,13309,387.00,2.99,13296,374.00,2.89,13268,13309,,,29,6071868,13309,0,0,0
وآذر,سرمايه‌گذاري‌توسعه‌آذربايجان‌,170,5785281,28310956942,4754,4896,4896,142.00,2.99,4894,140.00,2.94,4830,4896,-40,-122.35,15,945283,4896,0,0,0
عاليس072,مرابحه عاليس-كيان070224,0,0,0,1070000,0,1070000,0,0,1070000,0,0,0,0,,,1,100000,1065000,1075000,100000,1
صكشو603,صكوك مرابحه پاكشو603-3ماهه23%,0,0,0,990100,0,990100,0,0,990100,0,0,0,0,,,1,10000,990100,1000000,10000,1
صرمد612,صكوك اجاره سرمد612-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,950000,0,0,0
صپويا612,صكوك مرابحه بپويا612-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,3600,1000000,0,0,0
ولنوينح,ح.ليزينگ اقتصاد نوين,36,787754,917733410,1201,1165,1165,-36.00,-3.00,1165,-36.00,-3.00,1165,1165,,,0,0,0,1165,9129665,1129
حپترو,حمل و نقل پتروشيمي( سهامي عام,113,770702,10002484030,12800,13130,13150,350.00,2.73,12980,180.00,1.41,12850,13180,647,20.06,1,386,12970,13140,32000,3
ياقوت,صندوق س ياقوت آگاه-ثابت,2485,51299379,2193887516439,42714,42766,42766,52.00,0.12,42766,52.00,0.12,42766,42768,,,322,301638609,42766,42767,5928409,12
آرين سلامت06,مرابحه آرين سلامت سينا061227,0,0,0,1011910,0,1000000,"-11,910.00",-1.18,1011910,0,0,0,0,,,1,5000,995000,1004950,5000,1
كيش081,اجاره توسعه كيش مسكن14081108,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,995000,1004000,5000,1
آوان,صندوق س.آوان ژرف آگاه-س,0,0,0,10000,0,10000,0,0,10000,0,0,0,0,,,7,73086,64000,64000,1113138,6
وبهمن,سرمايه‌گذاري‌بهمن‌,369,16676070,29792590600,1772,1780,1809,37.00,2.09,1787,15.00,0.85,1775,1818,444,4.02,1,55877,1786,1809,122553,3
عكيمياتك,سلف موازي آريان كيمياتك,0,0,0,1423026,0,1423026,0,0,1423026,0,0,0,0,,,1,20000,1637073,1669487,20000,1
پرديس صنعت082,مراحبه پرديس صنعت كوروش080817,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
ساروج,بين المللي ساروج بوشهر,45,479237,28658372600,58100,59800,59800,"1,700.00",2.93,59800,"1,700.00",2.93,59800,59800,9889,6.05,166,1688585,59800,0,0,0
شملي,ملي شيمي كشاورز,58,5234030,23479858580,4356,4486,4486,130.00,2.98,4486,130.00,2.98,4486,4486,1019,4.4,119,30786006,4486,0,0,0
صمحتشم73,صكوك مرابحه محتشم73-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,2995,1000000,0,0,0
درين,صندوق س. درين آتا-د,145,8140156,194501049166,23864,23894,23894,30.00,0.13,23894,30.00,0.13,23894,23895,,,4,500033886,23894,23895,20669268,3
بجهرم,توسعه مولد نيروگاهي جهرم,472,58840088,119262537208,1969,2013,2028,59.00,3.00,2027,58.00,2.95,2002,2028,331,6.12,3,785001,2021,2028,1197332,5
چخزر,صنايع چوب خزر كاسپين,142,112325,7924528750,68500,70550,70550,"2,050.00",2.99,70550,"2,050.00",2.99,70550,70550,13057,5.4,289,3877508,70550,0,0,0
صگل71,صكوك مرابحه كگل71-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,4500,990000,1000000,4500,1
انتخاب,گروه انتخاب الكترونيك آرمان,159,4926672,5488312608,1082,1114,1114,32.00,2.96,1114,32.00,2.96,1114,1114,217,5.13,81,10106985,1114,0,0,0
كترام,توليدي‌ كاشي‌ تكسرام‌,173,10895898,25273107542,2253,2299,2320,67.00,2.97,2320,67.00,2.97,2298,2320,15,154.67,31,4009057,2320,2366,3200,1
صبانفت06,مرابحه مهندسي صبا نفت060119,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,995000,1004000,5000,1
وسين,بيمه سينا,43,3110513,3845243564,1203,1220,1237,34.00,2.83,1236,33.00,2.74,1194,1239,-1749,-0.71,2,91200,1221,1237,3140,1
تبريز512,مشاركت ش تبريز512-3ماهه18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,6250,990000,0,0,0
حپارسا,توسعه حمل و نقل ريلي پارسيان,7,66124,746539960,10970,11290,11290,320.00,2.92,11290,320.00,2.92,11290,11290,1903,5.93,483,42932694,11290,0,0,0
اكتوور073,مرابحه اكتوور كو-كارون070612,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990000,0,0,0
زعف0510پ19,زعفران0510نگين تروند قاينات(پ),0,0,0,2520150,0,2463817,"-56,333.00",-2.24,2520150,0,0,0,0,,,0,0,0,2539999,28,1
پاريز07,مرابحه پاريزشرق070228,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
مانا,صندوق س.مانا الگوريتم-سهام,11,1000309,16748146410,16447,16940,16938,491.00,2.99,16743,296.00,1.80,16600,16940,,,1,1000,16777,16938,500000,1
بتك,كارخانجات كابل سازي‌ تك‌,4,831,141270000,166700,170000,170000,"3,300.00",1.98,170000,"3,300.00",1.98,170000,170000,413,411.62,5,26151,170000,0,0,0
مشير52,مشاركت ش شيراز52-3ماهه18%,0,0,0,902500,0,902500,0,0,902500,0,0,0,0,,,1,8750,902500,0,0,0
كلر,كلر پارس,110,5162429,51675914290,9720,10010,10010,290.00,2.98,10010,290.00,2.98,10010,10010,1461,6.85,182,8672062,10010,0,0,0
كسرا,سراميك‌هاي‌صنعتي‌اردكان‌,120,10578153,32298653212,2966,3010,3054,88.00,2.97,3053,87.00,2.93,3010,3054,343,8.9,86,17794130,3054,3070,5829,1
وحافظ,بيمه حافظ,57,3960512,9724377992,2386,2410,2457,71.00,2.98,2455,69.00,2.89,2410,2457,324,7.58,20,4705237,2457,2688,400000,1
دجابر,داروسازي‌ جابرابن‌حيان‌,4,12482,135180060,10520,10830,10830,310.00,2.95,10830,310.00,2.95,10830,10830,1553,6.97,1365,112533218,10830,0,0,0
طبيعت073,مرابحه طبيعت سبز-سپهر070311,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990000,1000000,5000,1
تابان24,اجاره تابان فرداكاردان14070603,0,0,0,925000,0,925000,0,0,925000,0,0,0,0,,,1,10000,897250,0,0,0
كگهر071,اجاره گهرزمين اميد14070822	,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,10000,926250,0,0,0
خزاميا,زامياد,0,0,0,1107,0,1115,8.00,0.72,1107,0,0,0,0,279,3.97,874,215144827,1140,1140,27020159,106
شستان,پتروشيمي شهيد رئيسي گلستان,43,3142475,4477227066,1412,1424,1440,28.00,1.98,1425,13.00,0.92,1381,1450,18,79.17,1,65000,1439,1440,315545,1
شيران,س. صنايع‌شيميايي‌ايران,149,5101157,39125874190,7450,7670,7670,220.00,2.95,7670,220.00,2.95,7670,7670,1012,7.58,368,44468394,7670,0,0,0
پرديس,سرمايه گذاري پرديس,292,15443459,26857922369,1694,1676,1744,50.00,2.95,1739,45.00,2.66,1676,1744,514,3.38,1,1663,1744,1760,2986,1
سيرنگ07,مرابحه توليدي سيرنگ070210,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990000,0,0,0
ثمر4,صندوق س ثمرگندم-ثابت,1,78175599,999631384413,12772,12787,12787,15.00,0.12,12787,15.00,0.12,12787,12787,,,0,0,0,0,0,0
بنو,بيمه تجارت نو,51,2810520,4173622200,1442,1485,1485,43.00,2.98,1485,43.00,2.98,1485,1485,315,4.71,20,3087901,1485,0,0,0
غگيلا,شيرپاستوريزه پگاه گيلان,2106,19571784,356959853420,18200,17870,18330,130.00,0.71,18240,40.00,0.22,17870,18590,917,19.89,7,159787,18330,18340,54815,3
ليان,صندوق س.كالاي ديباي معيار,0,0,0,32894,0,32850,-44.00,-0.13,32894,0,0,0,0,,,1,75,32751,33350,760,1
پيشرو051,مرابحه اورند پيشرو-لوتوس051118,0,0,0,920000,0,920000,0,0,920000,0,0,0,0,,,1,5000,938300,947600,5000,1
فولاي,صنايع فولاد آلياژي يزد,678,20034848,63045131583,3105,3120,3147,42.00,1.35,3147,42.00,1.35,3100,3179,371,8.48,1,9999,3139,3140,97000,1
وهور,گروه س.انرژي اميد  تابان هور,110,6268014,13113057642,2087,2090,2091,4.00,0.19,2092,5.00,0.24,2076,2110,244,8.57,1,30232,2089,2091,1353460,2
خوساز,محورسازان‌ايران‌خودرو,95,957560,11633971990,11870,11900,12220,350.00,2.95,12150,280.00,2.36,11900,12220,47,258.51,15,745477,12220,12460,1000,1
شلعاب,لعابيران‌,96,9782245,9371390710,931,958,958,27.00,2.90,958,27.00,2.90,958,958,57,16.81,58,8463786,958,962,41197,3
تپمپي,پمپ‌ سازي‌ ايران‌,17,255430,1219167390,4634,4773,4773,139.00,3.00,4773,139.00,3.00,4773,4773,454,10.51,18,1066274,4773,0,0,0
سافرون,صندوق س.كالاي گنجينه زمين,0,0,0,63469,0,62531,-938.00,-1.48,63469,0,0,0,0,,,1,100,62327,62850,1000,1
حشكوهح,ح.دليجان طلايي شكوه پارس,0,0,0,1241,0,1241,0,0,1241,0,0,0,0,,,27,328237,1241,0,0,0
كپرور,فرآوري زغال سنگ پروده طبس,32,221450,2912067500,12770,13150,13150,380.00,2.98,13150,380.00,2.98,13150,13150,2072,6.35,44,1889622,13150,0,0,0
ثزاگرس,سرمايه گذاري توسعه عمران زاگرس,47,53526,9181806650,166700,171500,171700,"5,000.00",3.00,171550,"4,850.00",2.91,167650,171700,216,794.21,2,1518,168100,171650,1010,2
لوازم ماديران062,مرابحه ماديران-تاك060626,0,0,0,1019100,0,1019100,0,0,1019100,0,0,0,0,,,1,5000,1000000,1010000,5000,1
اخزا211,اسناد خزانه-م11بودجه02-050720,4,1293,1150938720,892390,890100,909810,"17,420.00",1.95,890130,"-2,260.00",-0.25,890100,909810,,,2,1202,892390,899390,50000,1
فرود,فولاد شاهرود,885,57054313,328041819130,5590,5750,5750,160.00,2.86,5750,160.00,2.86,5720,5750,820,7.01,13,221239,5750,0,0,0
كيان2,صندوق س. با درآمد ثابت كيان,40,40000000,40000000,101436,1,1,"-101,435.00",-100.00,1,"-101,435.00",-100.00,1,1,,,0,0,0,0,0,0
ديوان,صندوق خصوصي ديوان ارزش35%تاديه,0,0,0,600000,0,600000,0,0,600000,0,0,0,0,,,1,4000,600000,0,0,0
سيناد,صندوق س.سپهرسودمند سينا-د,16,2771577,68701872158,24762,24788,24788,26.00,0.10,24788,26.00,0.10,24788,24789,,,5,37274626,24788,24789,29988676,4
رخش,صندوق س.سهامي ثروت البرز-س,2,1505,38392550,24769,25510,25510,741.00,2.99,25510,741.00,2.99,25510,25510,,,1,2076,24027,25500,1313,1
ثپهران,توسعه ساختمان سپهر تهران,7881,15892912,62929873633,3854,3860,3969,115.00,2.98,3960,106.00,2.75,3860,3969,659,6.01,140,3879944,3969,3970,866,1
فرا الگوريتم,صندوق س.بخشي فرا الگوريتم1-ب,3,1185336,26540858376,21739,22391,22391,652.00,3.00,22391,652.00,3.00,22391,22391,,,67,30793072,22391,0,0,0
حيان07,مرابحه داروساز پارس حيان060929,0,0,0,1004560,0,1000000,"-4,560.00",-0.45,1004560,0,0,0,0,,,1,5000,995000,1004950,5000,1
صفارس880,صكوك اجاره فارس880-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7000,1000000,1010000,7000,1
غكورش,صنعت غذايي كورش,115,2136318,26874880440,12220,12580,12580,360.00,2.95,12580,360.00,2.95,12580,12580,1237,10.17,2703,199237972,12580,0,0,0
مهان03,اجاره مهرآيندگان لوتوس0507,0,0,0,981000,0,981000,0,0,981000,0,0,0,0,,,1,15000,992000,1001000,15000,1
البرز,بيمه البرز,170,9967700,24055007003,2350,2420,2417,67.00,2.85,2413,63.00,2.68,2397,2420,862,2.8,1,50000,2413,2417,275700,1
دپارس,پارس‌ دارو,117,1373637,51209056980,36200,37280,37280,"1,080.00",2.98,37280,"1,080.00",2.98,37270,37280,4640,8.03,114,6176245,37280,38010,2000,1
طبيعت074,مرابحه طبيعت سبز-دانا070311,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
صگل00711,صكوك مرابحه كگل00711-3ماهه23%,0,0,0,737900,0,737900,0,0,737900,0,0,0,0,,,1,4500,721079,0,0,0
واحيا,م .صنايع و معادن احياء سپاهان,133,8347536,81804793500,9520,9790,9800,280.00,2.94,9800,280.00,2.94,9790,9800,1728,5.67,95,17758919,9800,0,0,0
فجام,جام‌دارو,44,799551,8970862220,10900,11210,11220,320.00,2.94,11220,320.00,2.94,11210,11220,1823,6.15,20,632465,11220,0,0,0
غاذر,كشت‌وصنعت‌پياذر,25,128349,2516923890,19040,19610,19610,570.00,2.99,19610,570.00,2.99,19610,19610,2470,7.94,109,4426164,19610,0,0,0
صباايده02,مرابحه ايده پردازصباتمدن050929,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
همگام,صندوق س. م.اوراق دولتي همگام-د,15,178171,2013478234,11296,11300,11311,15.00,0.13,11301,5.00,0.04,11300,11311,,,1,20973203,11310,11311,2499494,1
شپديس,پتروشيمي پرديس,7039,187905858,2500846388050,12930,13300,13310,380.00,2.94,13310,380.00,2.94,13210,13310,2047,6.5,535,19814653,13310,13400,378,1
وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,199,28231444,37463126188,1289,1327,1327,38.00,2.95,1327,38.00,2.95,1327,1327,125,10.62,131,38735283,1327,0,0,0
دارو,كارخانجات‌داروپخش‌,56,6985127,24636542929,3425,3527,3527,102.00,2.98,3527,102.00,2.98,3527,3527,518,6.81,1495,390727016,3527,0,0,0
كاله51,مرابحه سوليكو كاله ملت051117,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,15000,990000,1000000,15000,1
هميان,صندوق س.پشتوانه طلا هميان سپهر,0,0,0,15852,0,15781,-71.00,-0.45,15852,0,0,0,0,,,1,100,15661,17500,2132,1
تسه1405,امتياز تسهيلات مسكن سال1405,1905,145247,138452200093,925456,953219,953219,"27,763.00",3.00,953219,"27,763.00",3.00,953219,953219,,,798,584160,953219,979787,19,2
صكوير606,صكوك مرابحه كوير606-6ماهه 18%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,15000,1000000,1010000,15000,1
سخاش,سيمان‌خاش‌,329,3789133,45659052650,11700,12050,12050,350.00,2.99,12050,350.00,2.99,12050,12050,1631,7.39,126,3017275,12050,0,0,0
آرام,صندوق س شاخصي آرام مفيد,351,5022830,145098708367,28081,28697,28923,842.00,3.00,28888,807.00,2.87,28483,28923,,,88,5029802,28923,29062,20402,2
اخزا201,اسنادخزانه-م1بودجه02-050325,12,18185,17982142860,990490,985510,991500,"1,010.00",0.10,988840,"-1,650.00",-0.17,985500,992980,,,1,4825,990030,992950,888,1
فبيرا,بسته‌ بندي‌ ايران‌,6,412432,457387088,1077,1109,1109,32.00,2.97,1109,32.00,2.97,1109,1109,98,11.32,16,9329173,1109,0,0,0
اتوآگاه2,صندوق س صنايع آگاه2-بخشي,18,13300000,13300000,11972,1,1,"-11,971.00",-99.99,1,"-11,971.00",-99.99,1,1,,,0,0,0,0,0,0
ماكان,ص.س.درآمدثابت ثروت ماكان-د	,4,2900,36096300,12564,12447,12447,-117.00,-0.93,12447,-117.00,-0.93,12447,12447,,,1,4840,12390,12447,42850,3
زرگر,صندوق س.كالاي كارآمد,0,0,0,18124,0,18092,-32.00,-0.18,18124,0,0,0,0,,,3,172,18080,18450,31500,1
صاروج05,اجاره صاروج پارس14051223,0,0,0,994000,0,994000,0,0,994000,0,0,0,0,,,1,15000,944300,0,0,0
حايرتهران06,مرابحه حايرتهران060718,0,0,0,902500,0,902500,0,0,902500,0,0,0,0,,,1,5000,902500,911500,5000,1
وشمال,س. چشم انداز توسعه شمال,69,630663,9124754140,14050,14100,14470,420.00,2.99,14470,420.00,2.99,14100,14470,-423,-34.21,3,161843,14470,18270,6100,1
آردينه,نشاسته و گلوكز آردينه,95,1218318,26132921100,20850,21450,21450,600.00,2.88,21450,600.00,2.88,21450,21450,2672,8.03,314,21079355,21450,0,0,0
صاميا606,صكوك مرابحه خزاميا606-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,12500,990000,1000000,12500,1
سپر,صندوق س سپر سرمايه بيدار- ثابت,719,41420169,1766488747784,42603,42648,42648,45.00,0.11,42648,45.00,0.11,42648,42649,,,4,317028314,42648,42649,16172996,52
رايبد,صندوق س رايبد-ثابت,15,941078,10850011557,11515,11530,11529,14.00,0.12,11529,14.00,0.12,11529,11530,,,1,70000000,11529,11530,10005000,2
كايتا,ايتالران‌,9,18034,256982120,13970,13590,14320,350.00,2.51,14250,280.00,2.00,13590,14320,-83,-171.69,1,3941,14130,14370,10000,2
بانيان,نيان باتري خاوران,1085,1936725,32936901400,16560,16700,17000,440.00,2.66,17010,450.00,2.72,16700,17050,2165,7.86,1,6549,17000,17030,13689,11
نوين2,بيمه نوين,1,31392000,125316864000,3876,3992,3992,116.00,2.99,3992,116.00,2.99,3992,3992,843,4.74,0,0,0,0,0,0
صشرق512,صكوك مرابحه ثشرق512-3ماهه18%,0,0,0,995000,0,995000,0,0,995000,0,0,0,0,,,1,5000,995000,1004000,5000,1
قيستو,شركت قند بيستون,16,180110,4556783000,24600,25300,25300,700.00,2.85,25300,700.00,2.85,25300,25300,2689,9.41,20,621576,25300,26000,500,1
ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,1757,82267781,427903151590,5060,5150,5210,150.00,2.96,5200,140.00,2.77,5110,5210,233,22.32,39,3013409,5210,5350,10000,1
پتروپاك05,مرابحه پتروپاك مشرق14051005,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,10000,1000000,1010000,10000,1
غشوكو,شوكو پارس,2,21010,110302500,5098,5250,5250,152.00,2.98,5250,152.00,2.98,5250,5250,858,6.12,88,22088887,5250,0,0,0
حيان08,مرابحه داروساز پارس حيان081203,0,0,0,1005410,0,1000000,"-5,410.00",-0.54,1005410,0,0,0,0,,,1,5000,995000,0,0,0
قنيشا,قند  نيشابور,49,1176716,2715598515,2241,2305,2308,67.00,2.99,2308,67.00,2.99,2304,2308,164,14.07,31,3074541,2308,0,0,0
صبهساز76,صكوك اجاره ثبهساز76-3ماهه23%,0,0,0,999000,0,999000,0,0,999000,0,0,0,0,,,1,4000,999000,0,0,0
كربن,كاني كربن طبس,236,13350036,91314246240,6650,6840,6840,190.00,2.86,6840,190.00,2.86,6840,6840,1179,5.8,309,51011116,6840,0,0,0
قچار,فراوردههاي غذايي وقند چهارمحال,293,17256910,78276087186,4404,4536,4536,132.00,3.00,4536,132.00,3.00,4535,4536,862,5.26,40,6151433,4536,0,0,0
كساوه,صنايع‌ كاشي‌ و سراميك‌ سينا,73,1188913,21780886160,17790,18320,18320,530.00,2.98,18320,530.00,2.98,18320,18320,2011,9.11,6,7006,18320,0,0,0
گنگين2,گروه اقتصادي مالي نگين,2,78489410,741724924500,9450,9450,9450,0,0,9450,0,0,9450,9450,1383,6.83,0,0,0,0,0,0
كيا,كيا الكترود شرق,52,710170,6006715590,8230,8470,8470,240.00,2.92,8460,230.00,2.79,8170,8470,212,39.91,2,39500,8260,8470,26678,3
وطوبي,سرمايه گذاري اقتصاد شهر طوبي,30,941827,3021381016,3115,3208,3208,93.00,2.99,3208,93.00,2.99,3208,3208,360,8.91,28,5513011,3208,0,0,0
هجرت,پخش هجرت,44,7683376,30441535712,3847,3962,3962,115.00,2.99,3962,115.00,2.99,3962,3962,588,6.74,926,304089126,3962,0,0,0
رسانا,صندوق س.بخشي گستره فيروزه1-ب,60,2585698,37283209612,14021,14190,14441,420.00,3.00,14419,398.00,2.84,14190,14441,,,1,28626,14362,14441,635450,2
صمپنا062,صكوك اجاره مپنا062-3ماهه23%,0,0,0,869230,0,869230,0,0,869230,0,0,0,0,,,1,5000,861410,869230,5000,1
لوتوسح,ح . تامين سرمايه لوتوس پارسيان,0,0,0,1464,0,1456,-8.00,-0.55,1464,0,0,0,0,,,22,6138588,1507,1507,328677,10
تبريز062,مشاركت ش تبريز062-3ماهه20.5%,0,0,0,1029897,0,1029897,0,0,1029897,0,0,0,0,,,1,3000,1019700,1029897,2991,1
نوآفرين06,اجاره ريل پردازنوآفرين14061210,0,0,0,1094410,0,1074400,"-20,010.00",-1.83,1094410,0,0,0,0,,,1,10000,1088930,1099810,5000,1
تابان25,اجاره تابان فردا زاگرس14070603,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
غنيلي,مجتمع توليدي نيلي صنعت كرمان,60,892790,5526905650,6040,6220,6220,180.00,2.98,6190,150.00,2.48,5930,6220,20,309.5,1,3892,6150,6220,225839,8
مهان05,اجاره مهرآيندگان سپهر0507,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,990000,1000000,5000,1
خبهمن,گروه‌بهمن‌,527,78821644,138962558372,1712,1763,1763,51.00,2.98,1763,51.00,2.98,1763,1763,197,8.95,401,105244099,1763,1799,2830,1
صخابر006,صكوك اجاره اخابر006-3ماهه23%,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,2000,990000,1000000,2000,1
ثپرديس,سرمايه گذاري مسكن پرديس,141,3840705,10958082171,2775,2856,2858,83.00,2.99,2853,78.00,2.81,2801,2858,163,17.5,14,1895190,2858,2901,17020,1
ذوب,ذوب آهن اصفهان,2714,452369244,184028833076,396,406,407,11.00,2.78,407,11.00,2.78,402,407,26,15.65,998,272292285,407,410,72000,1
سپيد مطهر06,مرابحه سپيد مطهرانتخاب 060719,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,10000,970000,0,0,0
ثنوسا,نوسازي‌وساختمان‌تهران‌,57,1363573,9549458570,6810,6980,7010,200.00,2.94,7000,190.00,2.79,6840,7010,90,77.78,32,3563803,7010,7400,4062,1
طبيعت071,مرابحه طبيعت سبز-آگاه070311,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,0,0,0
پارند,صندوق س. پارند پايدار سپهر,156,12193663,122152553859,10008,10017,10018,10.00,0.10,10018,10.00,0.10,10017,10018,,,14,200603507,10017,10018,161713532,10
پتروپاريز07,مرابحه پتروپاريزسبزالبرز071115,0,0,0,950000,0,950000,0,0,950000,0,0,0,0,,,1,5000,950000,0,0,0
طبيعت075,مرابحه طبيعت سبز-تصميم070311,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,950000,0,0,0
آسيا,بيمه آسيا,81,6305614,16583764820,2554,2630,2630,76.00,2.98,2630,76.00,2.98,2630,2630,1701,1.55,171,34743254,2630,0,0,0
پاسارگاد,صندوق س.درآمد ثابت پاسارگاد-د,2218,258490569,4068498214315,15720,15739,15740,20.00,0.13,15739,19.00,0.12,15739,15740,,,2,1997185441,15739,15740,34126611,9
زرين فولاد082,مرابحه زرين فولاد-لوتوس080916,0,0,0,902500,0,902500,0,0,902500,0,0,0,0,,,1,5000,902500,911000,5000,1
پرواز06,اجاره پرواز كيش 14060723,0,0,0,902510,0,902510,0,0,902510,0,0,0,0,,,1,5000,902500,0,0,0
تليسه,دامداري تليسه نمونه,183,12989161,79493665320,5950,6120,6120,170.00,2.86,6120,170.00,2.86,6120,6120,1146,5.34,2342,328051459,6120,0,0,0
كمرجان,بازرگاني و توليدي مرجان كار,163,8273853,53862783030,6330,6510,6510,180.00,2.84,6510,180.00,2.84,6510,6510,402,16.19,90,13066747,6510,0,0,0
صفارس007,صكوك اجاره فارس007-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,5000,1000000,1010000,5000,1
غشاذر,پگاه‌آذربايجان‌غربي‌,290,4803606,68595393680,13870,14280,14280,410.00,2.96,14280,410.00,2.96,14270,14280,2153,6.63,59,2686112,14280,0,0,0
اوج,صندوق س.اوج دماوند-س,11,28120,824299586,28787,29649,29649,862.00,2.99,29314,527.00,1.83,29205,29649,,,3,2034,29425,29649,1736,1
گكوثر,هتل پارسيان كوثر اصفهان,142,5284020,19411562281,3708,3623,3710,2.00,0.05,3674,-34.00,-0.92,3597,3800,385,9.54,1,3056,3710,3725,20000,1
وگردش,بانك گردشگري,183,48233969,50259795698,1012,1042,1042,30.00,2.96,1042,30.00,2.96,1042,1042,504,2.07,504,291837024,1042,0,0,0
فسا,پتروشيمي فسا,59,5616834,3475932216,623,613,630,7.00,1.12,619,-4.00,-0.64,613,635,16,38.69,3,380427,630,634,109635,2
صشاد705,صكوك مرابحه شادگان705-3ماهه23%,0,0,0,766371,0,766371,0,0,766371,0,0,0,0,,,1,12500,766371,0,0,0
اهداف071,اجاره اهداف لوتوس 14070531,0,0,0,848000,0,848000,0,0,848000,0,0,0,0,,,1,20000,847000,855000,20000,1
ستران,سيمان‌ تهران‌,274,11419048,130291337680,11080,11410,11410,330.00,2.98,11410,330.00,2.98,11410,11410,1455,7.84,815,61394005,11410,0,0,0
رنيك,جنرال مكانيك,203,4191950,46970628220,10890,11020,11210,320.00,2.94,11200,310.00,2.85,11020,11210,1516,7.39,12,951403,11210,11300,6000,1
صصيكو801,صكوك اجاره تاصيكو801-بدون ضامن,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,7500,1000000,1000010,7500,1
شگامرن,مجتمع پترو صنعت گامرون,15,32721,610573860,18120,18660,18660,540.00,2.98,18660,540.00,2.98,18660,18660,226,82.57,4,3600,18660,0,0,0
وسپه,سرمايه‌گذاري‌ سپه‌,2259,73251384,384661781520,5120,5140,5240,120.00,2.34,5250,130.00,2.54,5140,5270,1210,4.34,7,419278,5230,5240,72800,5
فسازان,غلتك سازان سپاهان,29,591195,4020126000,6610,6800,6800,190.00,2.87,6800,190.00,2.87,6800,6800,1337,5.09,469,66686492,6800,7760,20000,1
تابان11,اجاره تابان فردا فارس14060627,0,0,0,1000000,0,1000000,0,0,1000000,0,0,0,0,,,1,40000,995000,1004950,20000,1
